"Select a model available on your local LLM server.",请选择本地 LLM 服务器上可用的模型。,
"The model should be compatible with the OpenAI Assistants API. We recommend using models in the GPT-4 family for best results.",模型需兼容 OpenAI Assistants API，建议使用 GPT-4 系列以获得最佳效果。,
Reasoning Effort,推理强度,
Low,低,
Medium,中,
High,高,
"The reasoning effort will be used to determine the depth of the reasoning process. This is only applicable for OpenAI's o-series models.",推理强度用于控制推理深度，仅适用于 OpenAI o 系列模型。,
Dynamic Instructions,动态指令,
Dynamic Instructions allow you to embed Jinja tags in your instruction to the bot.,动态指令允许在给机器人的指令中嵌入 Jinja 标签。,
Instructions would be different based on the user who is calling the bot or the data in your system as they are computed every time the bot is called.,每次调用时根据当前用户或系统数据计算，指令会随之变化。,
Editor,编辑器,
Preview,预览,
Here are some variables you can use in your instruction. Simply copy by clicking on the variable.,以下变量可用于指令中，点击即可复制。,
You can also use standard Jinja variables available in the system.,也可使用系统中的标准 Jinja 变量。,
Variable,变量,
Copied!,已复制！,
Failed to copy to clipboard,复制到剪贴板失败,
Document Processors require Google Cloud APIs to be enabled in your Raven settings.,文档处理器需在 Raven 设置中启用 Google Cloud API。,
Use Google Document/Vision AI to parse documents,使用 Google Document/Vision AI 解析文档,
"When images or PDFs are uploaded to the agent, Raven will automatically call Google Cloud APIs to process the document and send its results to the agent for better context.",当图片或 PDF 上传给智能体时，Raven 会自动调用 Google Cloud API 处理并将结果提供给智能体。,
Document Processor Selection,文档处理器选择,
Choose an existing document processor for this bot. Processors can be shared across multiple bots.,为此机器人选择已有文档处理器，处理器可在多个机器人间共享。,
Create Document Processors,创建文档处理器,
Error fetching processors:,获取处理器失败：,
No document processors have been created yet. You need to create at least one processor before you can assign it to this bot.,尚未创建任何文档处理器，需先至少创建一个再分配给此机器人。,
"Files like manuals, sheets etc can be added to the AI agent as instructions.",可将手册、表格等文件作为指令添加到 AI 智能体。,
Select Files,选择文件,
Select files from the list below.,从下方列表选择文件。,
Add files that can be used by AI Agents.,添加可供 AI 智能体使用的文件。,
"AI Agents can use files as data sources to get more context, read instructions and execute tasks. You can upload files here and use them across multiple agents.",AI 智能体可将文件作为数据源以获取上下文、读取指令并执行任务；可在此上传并在多个智能体间共用。,
Upload a file,上传文件,
Declare functions to be used by your AI bots.,声明供 AI 机器人使用的函数。,
Bots + Functions = AI Magic,机器人 + 函数 = AI 魔法,
"Use the no-code builder to create functions that allow AI bots to perform actions within the system when requested, like creating documents, or fetching reports to analyze.",使用无代码构建器创建函数，让 AI 机器人在被请求时执行系统内操作（如创建文档、获取报表分析）。,
Create your first function,创建你的第一个函数,
Writes,写入,
Raven AI is not enabled. Please enable it in,Raven AI 未启用，请在,
No AI providers are configured. Please configure at least one provider in,未配置 AI 提供商，请在,
Upload,上传,
Upload File,上传文件,
Upload a file to use as a data source for AI Agents.,上传文件作为 AI 智能体的数据源。,
Create and manage document processors for your bots.,为机器人创建并管理文档处理器。,
You need Raven Admin permissions to manage document processors.,需要 Raven 管理员权限才能管理文档处理器。,
View your active document processors or select a processor type and create a new processor.,查看当前文档处理器，或选择处理器类型并创建新处理器。,
Processor created successfully,处理器创建成功,
The processor has been created and is now available to use.,处理器已创建，现已可用。,
Failed to create processor,创建处理器失败,
Processor deleted successfully,处理器已删除,
{0} has been deleted from your Google Cloud project.,{0} 已从您的 Google Cloud 项目中删除。,
Failed to delete processor,删除处理器失败,
Updating...,更新中…,
There was an error.,发生错误。,
Enable AI Integration,启用 AI 集成,
Enable OpenAI Services,启用 OpenAI 服务,
OpenAI Organization ID,OpenAI 组织 ID,
Please add your OpenAI Organization ID,请填写您的 OpenAI 组织 ID,
ID cannot be more than 140 characters.,ID 不能超过 140 个字符。,
OpenAI API Key,OpenAI API 密钥,
Please add your OpenAI API Key,请填写您的 OpenAI API 密钥,
OpenAI Project ID,OpenAI 项目 ID,
"If not set, the integration will use the default project.",如未填写，将使用默认项目。,
OpenAI Python SDK Version:,OpenAI Python SDK 版本：,
Enable Local LLM,启用本地 LLM,
Local LLM Provider,本地 LLM 提供商,
Select your local LLM provider,选择您的本地 LLM 提供商,
LM Studio,LM Studio,
Ollama,Ollama,
LocalAI,LocalAI,
OpenAI Compatible,OpenAI 兼容,
Local LLM API URL,本地 LLM API 地址,
Please add your Local LLM API URL,请填写您的本地 LLM API 地址,
Test Connection,测试连接,
Enter the API endpoint URL for your local LLM service,填写本地 LLM 服务的 API 端点地址,
OpenAI Compatible API Key,OpenAI 兼容 API 密钥,
Enter the API key for your OpenAI compatible service,填写您的 OpenAI 兼容服务的 API 密钥,
Connection successful!,连接成功！,
Failed to test connection,测试连接失败,
Make sure LM Studio is running with the server enabled on the specified URL.,请确保 LM Studio 已启动并在指定地址开启服务。,
Make sure Ollama is running. Default URL is usually http://localhost:11434/v1,请确保 Ollama 已运行。默认地址通常为 http://localhost:11434/v1,
Make sure LocalAI is running on the specified URL.,请确保 LocalAI 已在指定地址运行。,
"Make sure your OpenAI compatible service is running on the specified URL and that you have provided a valid API key.",请确保您的 OpenAI 兼容服务已在指定地址运行且已填写有效的 API 密钥。,
Select a provider to see specific instructions.,选择提供商以查看具体说明。,
Please enter an API URL,请输入 API 地址,
Configure AI providers to use AI features in Raven.,配置 AI 提供商以在 Raven 中使用 AI 功能。,
"Add functions that the bot can use to create or update documents in the system.",添加供机器人用于在系统中创建或更新文档的函数。,
Create functions in the,在,
function builder,函数构建器,
and then add them here.,中创建函数后在此添加。,
Add Function,添加函数,
Function,函数,
Add,添加,
Remove,移除,
Open Chat,打开对话,
"The following code samples show how to use the bot/agent in a Frappe app or Server Script.",以下代码示例展示如何在 Frappe 应用或服务端脚本中使用该机器人/智能体。,
Sending a message to a channel,向频道发送消息,
Bots can be used to send messages to channels with HTML formatted content.,机器人可向频道发送 HTML 格式的消息。,
Sending a message to a channel in markdown format,以 Markdown 格式向频道发送消息,
You can send markdown formatted text to a channel by setting the,可通过将,
parameter to True.,参数设为 True 向频道发送 Markdown 格式文本。,
Sending a message with a document link,发送带文档链接的消息,
You can send a message with a link to any document in the system by setting the,可通过设置,
and,和,
parameters.,参数向频道发送指向系统中任意文档的链接。,
Sending a direct message to a user,向用户发送私信,
You can send a direct message to a user by calling the,可通过调用,
method and setting the user_id parameter.,方法并设置 user_id 参数向用户发送私信。,
This method also accepts markdown and document link parameters.,该方法也支持 markdown 与文档链接参数。,
Instruction Templates,指令模板,
Save commonly used instructions as templates for your bots.,将常用指令保存为机器人模板。,
AI Instruction Templates,AI 指令模板,
"Most bots require the same kind of instructions to perform their tasks, like ""format dates as DD-MM-YYYY"" or ""the current user is """,多数机器人需要同类指令来执行任务，例如「按 DD-MM-YYYY 格式日期」或「当前用户是」,
Save commonly used instructions as templates for your AI bots.,将常用指令保存为 AI 机器人模板。,
Create your first template,创建你的第一个模板,
Dynamic,动态,
Saved Commands,已保存命令,
"Save commonly used commands and prompts for your AI bots and access them via ""/"" in chat.",将常用命令与提示保存供 AI 机器人使用，在对话中通过「/」调用。,
Who's going to type all that?,谁要打那么多字？,
Often we ask our AI assistants for the same thing.,我们经常向 AI 助手提相同的问题。,
Save commonly used commands here and insert them in your message by either clicking the,将常用命令保存在此，通过点击,
button or using,按钮或使用,
Create your first command,创建你的第一个命令,
Is Global?,全局？,
Create an Instruction Template,创建指令模板,
New Instruction Template,新建指令模板,
Template Name,模板名称,
Instruction,指令,
Instruction is required,指令为必填项,
You cannot include Jinja tags without enabling dynamic instructions.,未启用动态指令时不能包含 Jinja 标签。,
You are an assistant running on an ERP. You can answer questions about the company.,你是运行在 ERP 上的助手，可以回答关于公司的问题。,
"You are an assistant running on an ERP. The current user's name is {{ first_name }} and the current company is {{ company }}.",你是运行在 ERP 上的助手。当前用户名为 {{ first_name }}，当前公司为 {{ company }}。,
Instruction Template,指令模板,
Create a Function,创建函数,
New Function,新建函数,
Variables,变量,
Type,类型,
Type is required,请选择类型,
Miscellaneous,其他,
Bulk Operations,批量操作,
Name cannot contain spaces,名称不能包含空格,
This needs to be unique and cannot contain spaces.,需保持唯一且不能包含空格。,
This is used to describe what this function does to the AI Agent.,用于向 AI 智能体说明此函数的作用。,
Select a function type from the dropdown above.,请从上方下拉框选择函数类型。,
Pass parameters as JSON,以 JSON 形式传递参数,
"If checked, the params will be passed as a JSON object instead of named parameters",若勾选，参数将以 JSON 对象形式传递，而非命名参数。,
Requires Write Permissions,需要写入权限,
Check this if the function you have selected requires write permissions.,若所选函数需要写入权限，请勾选此项。,
Custom Function Path,自定义函数路径,
Path is required,请填写路径,
Path cannot contain spaces,路径不能包含空格,
"Dotted path to the custom function/API. Cannot contain spaces.",自定义函数/API 的点分路径，不能包含空格。,
Reference Doctype,参考文档类型,
Reference Doctype is required,请选择参考文档类型,
The document you want this function to operate on.,此函数要操作的文档类型。,
No response content from the model. Try rephrasing or check tool results in Error Log.,模型未返回内容，请换一种说法或到错误日志中查看工具结果。,
… and {0} more.,…… 还有 {0} 条。,
Forward,转发,
Copy Message Link,复制消息链接,
Copy Selected Text,复制所选文字,
View Reactions,查看反应,
Message link copied to clipboard,消息链接已复制到剪贴板,
Message unsaved,已取消收藏消息,
Message saved,消息已收藏,
Unsave,取消收藏,
Message unpinned,已取消置顶消息,
Message pinned,消息已置顶,
Unpin,取消置顶,
No Actions Available,暂无可用操作,
View Thread,查看话题,
Replies,回复,
Could not perform the action,操作失败,
MCP Management,MCP 管理,
Configure MCP (Model Context Protocol) integrations such as FAC.,配置 MCP（Model Context Protocol）集成，例如 FAC。,
Debug (MCP Inspector),调试（MCP Inspector）,
Lists FAC tools and prompts available to the current user. Useful for verifying MCP integration.,列出当前用户可用的 FAC 工具与提示，便于验证 MCP 集成。,
List and run FAC tools, or browse prompts. Useful for verifying MCP integration.,列出并运行 FAC 工具，或浏览提示，便于验证 MCP 集成。,
Tools,工具,
Prompts,提示,
No tools available.,暂无可用工具。,
No prompts available.,暂无可用提示。,
Select a tool,选择工具,
Select a tool from the list to view details and run it.,从列表中选择一个工具以查看详情并运行。,
Select a prompt,选择提示,
Select a prompt from the list to view and use it.,从列表中选择一个提示以查看并使用。,
Arguments (JSON),参数（JSON）,
Run Tool,运行工具,
Running...,运行中…,
Result,结果,
Error,错误,
Request failed.,请求失败。,
default,默认,
Select a tool to view parameters.,选择工具以查看参数。,
Parameters are available for tools.,参数仅对工具可用。,
No parameters defined.,未定义参数。,
Add to JSON,添加到 JSON,
Add to Arguments JSON,添加到参数 JSON,
Resize parameters column,拖拽调整参数栏宽度,
List Tools,列出工具,
List Prompts,列出提示,
Clear,清除,
Loading...,加载中…,
